parcelNumber,address,appraisedValue,numStories,yearBuilt,numBedrooms,numFullBaths,numHalfBaths,livingArea,basement,basementArea,fullAddress,latitude,longitude,distanceFromWarehouseMeters
81-19-02-18-000,301 PUTNAM AVE,"$54,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"301 PUTNAM AVE, Zanesville OH",39.934211,-82.00762999999999,1883.5656273337108
81-19-03-02-000,330 WASHINGTON ST,"$18,000.00",2,1901,2,1,0,1446,YES,288,"330 WASHINGTON ST, Zanesville OH",39.9345075,-82.009755,1748.5717855457035
81-19-03-09-000,325 WOODLAWN AVE,"$19,500.00",2,1901,4,2,0,2432,NO,0,"325 WOODLAWN AVE, Zanesville OH",NA,NA,NA
81-19-03-15-000,357 WOODLAWN AVE,"$41,700.00",2,1901,4,1,0,1820,YES,896,"357 WOODLAWN AVE, Zanesville OH",39.9333191,-82.00892809999999,1737.8570433284247
81-19-04-02-000,322 ADAMS ST,"$1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"322 ADAMS ST, Zanesville OH",39.93284999999999,-82.009327,1682.6400905014116
81-19-04-05-000,332 ADAMS ST,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"332 ADAMS ST, Zanesville OH",39.93279,-82.00965599999999,1654.8234587869013
81-19-04-06-000,334 ADAMS ST,"$2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"334 ADAMS ST, Zanesville OH",39.932788,-82.00978099999999,1645.3919951998762
81-20-01-03-000,126 MUSKINGUM AVE,"$156,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"126 MUSKINGUM AVE, Zanesville OH",39.9363666,-82.0096365,1881.7208449931202
81-20-01-06-000,MUSKINGUM AVE,"$3,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-20-01-08-000,276 MUSKINGUM AVE,"$4,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"276 MUSKINGUM AVE, Zanesville OH",39.9350771,-82.0077091,1928.8701880934877
81-20-02-08-000,227 HAZLETT CT,$900.00,NA,NA,NA,NA,NA,NA,NA,NA,"227 HAZLETT CT, Zanesville OH",39.935404,-82.01012899999999,1781.8472341746194
81-20-02-22-000,217 MUSKINGUM AVE,"$16,400.00",1,1940,2,1,0,758,NO,0,"217 MUSKINGUM AVE, Zanesville OH",39.9353832,-82.0095292,1821.1501953336885
81-20-03-02-000,223 WASHINGTON ST,"$21,500.00",2,1901,3,2,0,1680,YES,840,"223 WASHINGTON ST, Zanesville OH",39.9349,-82.0085207,1860.2448625468874
81-21-00-00-800,MOXAHALA AVE,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-21-01-01-001,1606 MOXAHALA AVE,"$166,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"1606 MOXAHALA AVE, Zanesville OH",39.9147647,-82.0044722,2240.707624887408
81-21-01-04-000,PUTNAM & CLEVELAND,"$5,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM & CLEVELAND, Zanesville OH",41.90460119999999,-71.8689917,881822.5159465147
81-21-01-06-000,1705 MOXAHALA AVE,"$1,147,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1705 MOXAHALA AVE, Zanesville OH",39.9128102,-82.0060614,2257.793443261397
81-21-01-07-000,MOXAHALA AVE & RT 555,"$37,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE & RT 555, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-18-03-20-000,236 JEFFERSON ST,"$6,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"236 JEFFERSON ST, Zanesville OH",39.931169,-82.00822099999999,1688.4592746142816
81-19-02-04-000,328 WOODLAWN AVE,$500.00,NA,NA,NA,NA,NA,NA,NA,NA,"328 WOODLAWN AVE, Zanesville OH",39.9339929,-82.0083489,1818.4305154963308
81-19-02-11-000,223 ADAMS ST,"$27,100.00",2,1901,3,1,0,1144,YES,572,"223 ADAMS ST, Zanesville OH",39.9332505,-82.0079811,1804.8802448072588
81-19-02-17-000,307 PUTNAM AVE,"$23,000.00",2,1901,4,2,0,3354,YES,1673,"307 PUTNAM AVE, Zanesville OH",39.9341122,-82.00764,1877.2432632727903
81-19-03-06-000,305 WOODLAWN AVE,"$107,100.00",2,1901,3,3,1,3210,YES,1533,"305 WOODLAWN AVE, Zanesville OH",39.934531,-82.0090702,1798.4216871542637
81-19-03-12-000,339 WOODLAWN AVE,"$58,600.00",2,1901,6,1,1,3388,YES,1659,"339 WOODLAWN AVE, Zanesville OH",39.9336563,-82.0088659,1761.3305370017065
81-19-03-16-000,361 WOODLAWN AVE,"$69,300.00",2,1830,5,2,0,2336,YES,1080,"361 WOODLAWN AVE, Zanesville OH",39.9331922,-82.0089012,1732.9004611433404
81-19-03-17-000,ADAMS ST,"$3,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"ADAMS ST, Zanesville OH",39.9330941,-82.00793089999999,1800.5030356371387
81-19-05-04-000,404 WOODLAWN AVE,"$58,200.00",2,1830,6,3,0,3086,YES,761,"404 WOODLAWN AVE, Zanesville OH",39.932868,-82.00837,1755.6259955975916
81-20-01-01-000,112 MUSKINGUM AVE,"$175,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"112 MUSKINGUM AVE, Zanesville OH",39.93661,-82.01024249999999,1859.964990439587
81-20-02-02-001,135 MUSKINGUM AVE,"$122,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"135 MUSKINGUM AVE, Zanesville OH",39.9360593,-82.0099539,1839.0552318404318
81-20-02-03-000,135 MUSKINGUM AVE,"$7,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"135 MUSKINGUM AVE, Zanesville OH",39.9360593,-82.0099539,1839.0552318404318
81-16-01-13-000,225 HARRISON ST,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"225 HARRISON ST, Zanesville OH",39.926723,-82.007768,1613.3639550152225
81-16-01-14-000,233 HARRISON ST,"$3,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"233 HARRISON ST, Zanesville OH",39.92674900000001,-82.0079389,1599.0533671309931
81-16-02-04-000,224 HARRISON ST,"$4,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"224 HARRISON ST, Zanesville OH",39.926191,-82.00770899999999,1614.8107229164632
81-16-02-07-000,804 WOODLAWN AVE,"$13,300.00",1,1901,2,1,0,764,YES,382,"804 WOODLAWN AVE, Zanesville OH",39.926309,-82.0081348,1579.1141778255242
81-16-02-15-000,838 WOODLAWN AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"838 WOODLAWN AVE, Zanesville OH",39.925573,-82.007927,1594.7700385452265
81-17-02-02-000,565 WOODLAWN AVE,"$16,400.00",2,1901,3,1,0,1661,YES,973,"565 WOODLAWN AVE, Zanesville OH",39.929848,-82.00878399999999,1594.0471564080576
81-17-02-05-000,605 WOODLAWN AVE,"$65,200.00",2,1901,6,3,0,2732,YES,1270,"605 WOODLAWN AVE, Zanesville OH",39.929668,-82.008833,1584.183593498869
81-17-03-01-000,601 PUTNAM AVE,"$63,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"601 PUTNAM AVE, Zanesville OH",39.929663,-82.00744499999999,1697.8673860286845
81-17-03-02-000,602 WOODLAWN AVE,"$15,800.00",2,1901,6,3,0,2580,YES,645,"602 WOODLAWN AVE, Zanesville OH",39.9295829,-82.007864,1661.0187565167341
81-17-03-03-000,608 WOODLAWN AVE,"$28,100.00",2,1901,6,3,0,1924,YES,1184,"608 WOODLAWN AVE, Zanesville OH",39.929487,-82.00808599999999,1639.9071971260287
81-17-03-04-000,618 WOODLAWN AVE,"$11,300.00",2,1901,4,1,1,1750,YES,437,"618 WOODLAWN AVE, Zanesville OH",39.9293373,-82.00834979999999,1613.806893880427
81-17-03-06-000,628 WOODLAWN AVE,"$2,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"628 WOODLAWN AVE, Zanesville OH",NA,NA,NA
81-17-03-09-000,640 WOODLAWN AVE,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"640 WOODLAWN AVE, Zanesville OH",39.9288079,-82.00805799999999,1623.8302991981313
81-17-03-16-000,229 VAN BUREN ST,"$1,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"229 VAN BUREN ST, Zanesville OH",39.9282958,-82.0079667,1619.832590110976
81-17-03-28-000,PUTNAM AVE,"$1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-17-03-29-000,615 PUTNAM AVE,"$18,500.00",2,1901,5,1,0,1944,YES,486,"615 PUTNAM AVE, Zanesville OH",39.92939320000001,-82.007255,1705.780456529808
81-17-03-30-000,613 PUTNAM AVE,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"613 PUTNAM AVE, Zanesville OH",39.929478,-82.0074379,1693.0573028520068
81-17-04-07-000,719 PUTNAM AVE,"$5,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"719 PUTNAM AVE, Zanesville OH",39.927632,-82.007363,1658.7126415801163
81-17-04-09-000,724 WOODLAWN AVE,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"724 WOODLAWN AVE, Zanesville OH",39.927513,-82.008005,1602.6154129903096
81-18-01-01-000,421 PUTNAM AVE,"$324,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"421 PUTNAM AVE, Zanesville OH",39.932459,-82.007559,1797.4377949970772
81-18-01-04-000,434 WOODLAWN AVE,"$53,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"434 WOODLAWN AVE, Zanesville OH",39.9321835,-82.0082833,1728.4378470306385
81-18-02-03-000,445 WOODLAWN AVE,"$1,536,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"445 WOODLAWN AVE, Zanesville OH",39.9319163,-82.0093337,1634.6761934321992
81-18-02-06-000,WOODLAWN,"$1,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN, Zanesville OH",39.9250869,-82.01398019999999,1079.4117659907274
81-18-02-09-000,521 WOODLAWN AVE,"$87,500.00",2,1901,5,5,0,3976,YES,1970,"521 WOODLAWN AVE, Zanesville OH",39.93083499999999,-82.009098,1605.1796423024025
81-14-02-14-000,1081 MAYSVILLE AVE,"$2,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"1081 MAYSVILLE AVE, Zanesville OH",39.922419,-82.008241,1606.9744097347207
81-14-03-01-000,1025 WOODLAW AVE,"$524,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"1025 WOODLAW AVE, Zanesville OH",39.9219219,-82.0081804,1625.0013243320607
81-14-03-10-000,1111 LAKE DR,"$36,200.00",1.75,1901,3,2,0,1651,YES,780,"1111 LAKE DR, Zanesville OH",39.921338,-82.0082828,1634.1265378331059
81-15-01-02-000,851 PUTNAM AVE,"$6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"851 PUTNAM AVE, Zanesville OH",39.925248,-82.007266,1651.6134981185362
81-15-01-03-000,863 PUTNAM AVE,"$253,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"863 PUTNAM AVE, Zanesville OH",39.9250281,-82.0072195,1656.3104389232087
81-15-01-10-000,846 WOODLAWN AVE,"$1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"846 WOODLAWN AVE, Zanesville OH",39.92523500000001,-82.007913,1596.4283465645308
81-15-02-01-000,239 WELLER,"$265,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"239 WELLER, Zanesville OH",39.9241835,-82.00800079999999,1596.0638098943382
81-15-02-09-000,PUTNAM AVE,"$5,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"PUTNAM AVE, Zanesville OH",39.9248564,-82.0068538,1688.313604933527
81-15-02-10-000,915 PUTNAM AVE,"$475,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"915 PUTNAM AVE, Zanesville OH",39.9244124,-82.00728140000001,1655.0008504912826
81-16-01-01-000,731 PUTNAM AVE,"$38,200.00",2,1890,5,2,0,2276,YES,1138,"731 PUTNAM AVE, Zanesville OH",39.9273635,-82.0071202,1675.4416711600295
81-16-01-02-000,735 PUTNAM AVE,"$34,500.00",2,1900,5,1,1,2799,YES,1268,"735 PUTNAM AVE, Zanesville OH",39.9272663,-82.00720539999999,1666.9672177551925
81-16-01-03-000,739 PUTNAM AVE,"$17,500.00",2,1900,3,1,1,1910,YES,477,"739 PUTNAM AVE, Zanesville OH",39.9271762,-82.0071881,1667.336402121043
81-16-01-06-000,753 PUTNAM AVE,"$32,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"753 PUTNAM AVE, Zanesville OH",39.926803,-82.0071419,1667.3544801335904
81-16-01-09-000,763 PUTNAM AVE,"$153,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"763 PUTNAM AVE, Zanesville OH",39.9266324,-82.00715009999999,1665.213854280901
81-16-01-17-000,754 WOODLAWN AVE,"$2,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"754 WOODLAWN AVE, Zanesville OH",39.92681570000001,-82.00809509999999,1586.3899230233408
81-16-01-23-000,732 WOODLAWN AVE,"$23,000.00",1,1901,2,1,0,864,YES,864,"732 WOODLAWN AVE, Zanesville OH",39.927338,-82.007998,1600.7099378049418
81-16-01-24-000,728 WOODLAWN AVE,"$22,940.00",1,1901,3,1,0,864,YES,864,"728 WOODLAWN AVE, Zanesville OH",39.92742,-82.00800199999999,1601.5125814678188
81-16-02-01-000,807 PUTNAM AVE,"$40,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"807 PUTNAM AVE, Zanesville OH",39.926191,-82.00730399999999,1649.354691448203
81-16-02-11-000,820 WOODLAWN AVE,"$12,300.00",1,1901,1,1,0,818,YES,409,"820 WOODLAWN AVE, Zanesville OH",39.925956,-82.00802399999999,1587.03969922761
81-16-02-13-000,824 WOODLAWN AVE,"$18,400.00",2,1901,1,1,0,1376,YES,304,"824 WOODLAWN AVE, Zanesville OH",39.9258937,-82.0081264,1578.1325946620968
81-16-02-16-000,842 WOODLAWN AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"842 WOODLAWN AVE, Zanesville OH",39.925435,-82.007921,1595.3642534911867
81-16-02-17-000,843 PUTNAM AVE,"$13,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"843 PUTNAM AVE, Zanesville OH",39.9254392,-82.0070343,1671.052504535468
81-16-02-19-000,833 PUTNAM AVE,"$2,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"833 PUTNAM AVE, Zanesville OH",39.925605,-82.00728,1650.0055037446493
81-16-02-20-000,843 PUTNAM AVE,"$66,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"843 PUTNAM AVE, Zanesville OH",39.9254392,-82.0070343,1671.052504535468
81-16-02-22-000,819 PUTNAM AVE,"$71,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"819 PUTNAM AVE, Zanesville OH",39.9259709,-82.007295,1649.2951175179444
81-17-01-04-000,MADISON ST,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MADISON ST, Zanesville OH",39.9298187,-82.0063141,1795.5449924757709
81-17-02-01-000,WOODLAWN AVE,"$1,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-17-03-05-000,622 WOODLAWN AVE,"$35,000.00",1,1991,3,2,0,1248,NO,0,"622 WOODLAWN AVE, Zanesville OH",39.929237,-82.008076,1633.5744535928686
81-17-03-11-000,WOODLAWN AVE,"$1,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-17-03-15-000,664 WOODLAWN AVE,"$24,100.00",1,1901,3,1,0,1124,YES,562,"664 WOODLAWN AVE, Zanesville OH",39.92835400000001,-82.008186,1602.6801391902297
81-17-03-17-000,225 VAN BUREN ST,"$26,500.00",2,1901,6,2,0,1971,YES,1161,"225 VAN BUREN ST, Zanesville OH",39.9282973,-82.007813,1632.755513741441
81-17-04-01-000,240 VAN BUREN ST,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"240 VAN BUREN ST, Zanesville OH",39.927912,-82.0082429,1589.1404874810512
81-17-04-04-000,224 VAN BUREN ST,"$2,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"224 VAN BUREN ST, Zanesville OH",39.9278509,-82.007796,1625.7188023856816
81-17-04-05-000,222 VAN BUREN ST,"$4,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"222 VAN BUREN ST, Zanesville OH",39.927959,-82.007599,1644.2282829869673
81-17-04-10-000,720 WOODLAWN AVE,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"720 WOODLAWN AVE, Zanesville OH",39.927615,-82.00801,1603.7564988721194
81-17-04-11-000,WOODLAWN AVE,"$2,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
17-19-03-68-000,1373 COLBURN DR,"$233,500.00",2,2003,4,2,1,2912,YES,1576,"1373 COLBURN DR, Zanesville OH",39.9909729,-82.041034,7382.95419093354
17-20-01-63-000,RIGGLE DR,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"RIGGLE DR, Zanesville OH",39.9991588,-82.02259939999999,8198.00367868338
17-27-01-40-001,MAPLE AVE,"$11,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"MAPLE AVE, Zanesville OH",39.9721683,-82.01104389999999,5353.679032079853
17-27-01-41-000,3674 MAPLE AVE,"$422,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"3674 MAPLE AVE, Zanesville OH",39.9920972,-82.0258869,7405.027784488749
17-27-01-47-000,3660 MAPLE AVE,"$1,113,810.00",NA,NA,NA,NA,NA,NA,NA,NA,"3660 MAPLE AVE, Zanesville OH",39.9926026,-82.02500529999999,7462.28619101525
17-27-02-20-002,FRAZEYSBURG RD,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,"FRAZEYSBURG RD, Zanesville OH",40.0102756,-82.03787729999999,9477.276873124963
17-34-02-30-001,W MILITARY RD,"$460,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"W MILITARY RD, Zanesville OH",39.9803449,-82.0489467,6387.588263411561
17-75-05-03-000,2355 OLD FARM CT,"$237,500.00",1,1997,3,3,1,2088,YES,2088,"2355 OLD FARM CT, Zanesville OH",39.969083,-82.026634,4842.843635789545
17-75-05-04-001,OLD FARM CT,"$13,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"OLD FARM CT, Zanesville OH",39.9688385,-82.02615879999999,4815.778096713697
17-75-05-07-000,2331 OLD FARM CT,"$282,100.00",1,1998,3,3,1,2212,YES,2196,"2331 OLD FARM CT, Zanesville OH",39.9683292,-82.0266583,4758.932431380372
81-18-01-06-000,450 WOODLAWN AVE,"$8,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"450 WOODLAWN AVE, Zanesville OH",39.931852,-82.00818199999999,1720.970030530661
81-18-01-08-000,225 JEFFERSON ST,"$59,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"225 JEFFERSON ST, Zanesville OH",39.9316687,-82.0079926,1727.65363113336
81-18-01-10-000,459 PUTNAM AVE,"$10,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"459 PUTNAM AVE, Zanesville OH",NA,NA,NA
81-18-01-11-000,441 PUTNAM AVE,"$304,000.00",3,1901,16,3,1,8146,YES,2696,"441 PUTNAM AVE, Zanesville OH",39.932092,-82.007544,1781.5872459496425
81-18-02-07-000,467 WOODLAWN AVE,"$74,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"467 WOODLAWN AVE, Zanesville OH",39.9314131,-82.0089981,1637.558333599157
81-18-02-10-000,531 WOODLAWN AVE,"$47,700.00",2,1901,6,2,0,3112,YES,778,"531 WOODLAWN AVE, Zanesville OH",39.930633,-82.008922,1611.1924887243536
81-18-02-12-000,537 WOODLAWN AVE,"$47,600.00",2,1901,4,2,0,2393,YES,1189,"537 WOODLAWN AVE, Zanesville OH",39.930601,-82.009208,1587.079727867585
81-18-03-05-000,515 PUTNAM AVE,"$5,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"515 PUTNAM AVE, Zanesville OH",39.9308507,-82.0074858,1734.6531728678979
81-18-03-06-000,515 PUTNAM AVE,"$6,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"515 PUTNAM AVE, Zanesville OH",39.9308507,-82.0074858,1734.6531728678979
81-18-03-12-000,555 PUTNAM AVE,"$57,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"555 PUTNAM AVE, Zanesville OH",39.9300834,-82.007426,1712.5386528899737
81-19-01-02-000,MUSKINGUM AVE,"$18,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MUSKINGUM AVE, Zanesville OH",39.9290567,-82.00408809999999,1961.035075630891
81-19-02-05-000,328 WOODLAWN AVE,"$60,500.00",2,1820,5,4,0,2498,YES,1249,"328 WOODLAWN AVE, Zanesville OH",39.9339929,-82.0083489,1818.4305154963308
81-20-02-04-000,HAZLETT CT,"$1,700.00",NA,NA,NA,NA,NA,NA,NA,NA,"HAZLETT CT, Zanesville OH",39.9355368,-82.0099522,1802.8363403867613
81-20-02-14-000,329 -331 WASHINGTON ST,"$38,100.00",2,1901,4,2,0,3136,YES,1728,"329 -331 WASHINGTON ST, Zanesville OH",39.934928,-82.009761,1775.178431215918
81-20-02-15-000,325 WASHINGTON ST,"$2,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"325 WASHINGTON ST, Zanesville OH",39.93493,-82.00961900000001,1785.1422373490504
81-20-02-23-000,209 MUSKINGUM AVE,"$23,600.00",2,1808,6,3,0,3800,YES,950,"209 MUSKINGUM AVE, Zanesville OH",39.93576180000001,-82.0094282,1853.5265286737774
81-20-02-26-000,216 HAZLETT CT,"$258,200.00",NA,NA,NA,NA,NA,NA,NA,NA,"216 HAZLETT CT, Zanesville OH",39.9354692,-82.0097827,1809.6813915905661
81-21-01-13-000,MOXAHALA AVE,"$20,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",NA,NA,NA
81-21-01-14-000,MOXAHALA AVE,"$25,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE, Zanesville OH",39.9151264,-82.0051831,2167.8818593813025
81-21-01-15-000,HOUSE CT,"$4,079,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"HOUSE CT, Zanesville OH",39.9274148,-82.0214908,482.28014435682553
81-25-01-01-000,DILLON RD,"$1,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"DILLON RD, Zanesville OH",39.92748419999999,-81.996465,2581.953587027684
81-26-01-01-000,ARCADIA LN,"$22,400.00",NA,NA,NA,NA,NA,NA,NA,NA,"ARCADIA LN, Zanesville OH",39.9213217,-81.99600749999999,2655.0408429479216
81-27-01-03-000,1162 WAYNE AVE,"$77,600.00",1,1901,3,1,1,1312,YES,656,"1162 WAYNE AVE, Zanesville OH",39.919156,-82.000506,2340.2934809629646
81-18-02-11-000,WOODLAWN AVE,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"WOODLAWN AVE, Zanesville OH",39.9249344,-82.00826599999999,1567.4805692774833
81-18-02-14-000,547 WOODLAWN AVE,$700.00,NA,NA,NA,NA,NA,NA,NA,NA,"547 WOODLAWN AVE, Zanesville OH",39.9302933,-82.00868489999999,1617.5160419912625
81-18-02-15-000,547 WOODLAWN AVE,"$41,100.00",2,1901,4,3,0,2022,YES,453,"547 WOODLAWN AVE, Zanesville OH",39.9302933,-82.00868489999999,1617.5160419912625
81-18-02-16-000,559 WOODLAWN AVE,"$30,400.00",2,1901,6,2,0,2082,YES,520,"559 WOODLAWN AVE, Zanesville OH",39.930019,-82.008916,1589.1102831835467
81-18-03-01-000,503 PUTNAM AVE,"$36,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"503 PUTNAM AVE, Zanesville OH",39.9313257,-82.0073749,1762.0603151953444
81-18-03-03-000,515 PUTNAM AVE,"$1,130,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"515 PUTNAM AVE, Zanesville OH",39.9308507,-82.0074858,1734.6531728678979
81-18-03-07-000,515 PUTNAM AVE,"$6,100.00",NA,NA,NA,NA,NA,NA,NA,NA,"515 PUTNAM AVE, Zanesville OH",39.9308507,-82.0074858,1734.6531728678979
81-18-03-09-000,541 PUTNAM AVE,"$8,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"541 PUTNAM AVE, Zanesville OH",39.930409,-82.007476,1719.4413353430473
81-18-03-16-000,542 WOODLAWN AVE,"$26,000.00",2,1901,3,2,0,1666,YES,854,"542 WOODLAWN AVE, Zanesville OH",39.930389,-82.008122,1666.4334152365122
81-18-03-17-000,534 WOODLAWN AVE,"$15,300.00",NA,NA,NA,NA,NA,NA,NA,NA,"534 WOODLAWN AVE, Zanesville OH",39.93057,-82.0084176,1649.2337144970313
81-18-03-18-000,526 WOODLAWN AVE,"$35,600.00",2,1901,6,3,0,3814,YES,1912,"526 WOODLAWN AVE, Zanesville OH",39.9306637,-82.0078688,1696.8671604759263
81-19-01-01-000,280 MUSKINGUM AVE,"$152,600.00",NA,NA,NA,NA,NA,NA,NA,NA,"280 MUSKINGUM AVE, Zanesville OH",39.935119,-82.007554,1942.502828487558
81-21-01-08-000,MOXAHALA AVE & RT 555,"$41,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"MOXAHALA AVE & RT 555, Zanesville OH",NA,NA,NA
81-23-01-01-000,936 ARCADIA LN,"$95,100.00",1,1901,2,1,0,1218,YES,1218,"936 ARCADIA LN, Zanesville OH",39.920391,-81.998181,2494.6348001083043
81-28-01-02-000,1040 ARCADIA LN,"$6,800.00",NA,NA,NA,NA,NA,NA,NA,NA,"1040 ARCADIA LN, Zanesville OH",39.9228219,-81.9992,2359.871919378909
81-28-01-07-000,988 WAYNE AVE,"$93,700.00",2,1952,4,2,0,2160,YES,1080,"988 WAYNE AVE, Zanesville OH",39.923649,-82.00091400000001,2203.987078236315
81-29-01-02-001,ARCADIA LN,"$2,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"ARCADIA LN, Zanesville OH",39.9213217,-81.99600749999999,2655.0408429479216
81-30-01-02-000,ARCADIA R LN,"$6,000.00",NA,NA,NA,NA,NA,NA,NA,NA,"ARCADIA R LN, Zanesville OH",39.9213217,-81.99600749999999,2655.0408429479216
81-30-01-04-000,ARCADIA LN,"$2,500.00",NA,NA,NA,NA,NA,NA,NA,NA,"ARCADIA LN, Zanesville OH",39.9213217,-81.99600749999999,2655.0408429479216
81-31-01-02-000,1100 -1114 CALVERT ST S,"$93,700.00",1,1973,3,1,1,1200,YES,1200,"1100 -1114 CALVERT ST S, Zanesville OH",39.9239761,-81.9923489,2930.1218614723043
81-31-01-02-002,1098 CALVERT ST,"$15,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"1098 CALVERT ST, Zanesville OH",NA,NA,NA
81-33-01-01-000,880 WAYNE AVE,"$35,200.00",1,1925,2,1,0,800,YES,1000,"880 WAYNE AVE, Zanesville OH",39.925865,-82.001282,2162.2737050620854
81-33-01-05-000,882 DILLON RD,"$37,700.00",1,1997,3,2,0,1056,NO,0,"882 DILLON RD, Zanesville OH",39.92577199999999,-82.00019390000001,2255.032507163331
81-34-01-01-000,WAYNE AVE,"$1,900.00",NA,NA,NA,NA,NA,NA,NA,NA,"WAYNE AVE, Zanesville OH",NA,NA,NA
